vendor_id,vendor_name,entity_name,entity_id,fiscal_year,account,description,level_primary,level_secondary,level_tertiary,level_quaternary,net_amount,num_twg
6051342,murray tod owner llc,Murray City Corp.,513,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,233803,1
6053343,fox hollow golf club,Lehi,475,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,143764.95,3
6053343,fox hollow golf club,Lehi,475,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,240000,2
6069217,bluffdale city,Riverton,561,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,82731.19,1
6076726,vp daybreak cda llc,South Jordan,583,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,2359332.76,2
6076726,vp daybreak cda llc,South Jordan,583,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,2428772.75,2
6076829,district hotel partners llc,South Jordan,583,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,40000,1
6076829,district hotel partners llc,South Jordan,583,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,40000,1
6076865,riverton motor company inc,South Jordan,583,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,65000,1
6076865,riverton motor company inc,South Jordan,583,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,65000,1
6077648,merit medical,South Jordan,583,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,792496.35,1
6077648,merit medical,South Jordan,583,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,746949.39,1
6079539,colonial square owners assoc,Bountiful,369,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,750000,1
6091117,western landscaping llc,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,48300,1
6091207,spring creek landscape llc,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,204678.68,2
6091223,stone peak construction,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,37323.09,2
6091309,jng investments llc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,40000,3
6105818,jviation inc,Cedar City,377,2019,40060200,Grants and Contracts - State,EXPENDITURES,Grants and Contracts,State,NA,57216,2
6145387,semaconnect,Moab,499,2018,40060200,Grants and Contracts - State,EXPENDITURES,Grants and Contracts,State,NA,32692.05,2
6191574,cadyn  lc,West Jordan,627,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,173905,2
6207942,lehi arts council,Lehi,475,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,76000,1
6207942,lehi arts council,Lehi,475,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,76000,1
6229651,maple hills holdings,West Jordan,627,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,79513.52,1
6230788,not provided,Roosevelt City Corporation,563,2019,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,39994.94,2
6242085,ls builders,Richmond,557,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,28900,1
6242126,davis community housing authority,Clearfield,383,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,222634.46,8
6242182,davis educational organization,Clearfield,383,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,32637.98,8
6242276,orbital atk,Clearfield,383,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,178214.33,1
6242311,family connection center,Clearfield,383,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,40000,8
6242516,goldenwest federal credit union,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,226901.16,2
6242529,ogden 20th street investors llc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,96770.11,2
6242831,russell kenneth adams iii,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,75000,10
6243268,mountain peak auto body  sales llc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,61700,1
6244248,455 25th streetllc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,135000,1
6244315,kevin shawn grimes,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,105457.14,11
6244315,kevin shawn grimes,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,264087.57,20
6244472,utah pipe bursting llc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,44260,6
6249221,state of utahsidewalksr172 5600 west,West Valley City,631,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,30000,1
6271773,not provided,Central Valley Town,1167,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,525817.67,5
6274372,cc contractors inc,Huntsville Town,1115,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,81600,2
6300428,broadhead  associates llc,Bountiful,369,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,550000,1
6314120,stewart title insurance agency of utah inc,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,662778.86,29
6314120,stewart title insurance agency of utah inc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,290104.44,18
6314201,meadowbrook no 2 llc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,99562,1
6314220,novation title insurance agency,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,119380.12,4
6322587,american pavement preservation llc,Riverton,561,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,334157.58,2
6336977,salt lake countyinvoice 30911125,West Valley City,631,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,1000000,1
6365591,not provided,Cedar Fort Town,1231,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,148645.87,18
6365591,not provided,Cedar Fort Town,1231,2019,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,70288.38,11
6368872,st of utudotinvoice 312072,West Valley City,631,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,1000000,1
6369501,grangerhunter improvementinvoice 31461125,West Valley City,631,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,91847,1
6369708,slco government center  invoice 313948,West Valley City,631,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,750000,1
6375862,not applicable,Copperton Metro Township,1622,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,83312.31,24
6375871,not applicable,Emigration Canyon Metro Township,1623,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,315927.05,40
6375875,not provided,Kearns Metro Township,1624,2019,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,74179.44,4
6375880,not applicable,Kearns Metro Township,1624,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,4335628.71,31
6375885,not provided,Magna Metro Township,1625,2019,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,62325.89,4
6375894,not applicable,Magna Metro Township,1625,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,4078398.75,31
6375901,not applicable,White City Metro Township,1626,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,608004.77,31
6380504,not provided,Hyde Park,459,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,477851.73,1
6393711,corridor preservation  saltlake county,Riverton,561,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,501700,1
6397273,davenport construction inc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,32731.69,1
6397308,asdt official inc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,65000,2
6397371,sanders associates architects,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,37250,6
6397421,four holmes pizza,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,90000,1
6397422,patzus llc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,45700,1
6397433,nicholas l bowsher,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,45000,2
6397448,amy wanderleybritt,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,90000,6
6402378,alta chamber visitors bureau,Alta Town,357,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,42000,6
6421682,d  t electrical heating  cooling inc,Smithfield,581,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,34850,3
6460771,central utah 911,Lehi,475,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,78591.75,1
6461767,donald w  lola calvert,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,51360.42,1
6461951,silvia cardenas martinez,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,80760,1
6462036,industrial art  design llc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,45605,2
6462045,sheree e yu,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,90000,1
6462047,utah nonprofit housing corp,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,50000,1
6462050,tower view heights llc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,114576.05,1
6466364,clearfield properties llc,Clearfield,383,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,144084,2
6466408,atk space systems inc,Clearfield,383,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,1985236.33,3
6470553,udot  senate bill 268  old liberty way,Riverton,561,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,1800000,1
6490627,poulsen trailer sales,Brigham City,373,2019,40060100,Grants and Contracts - Federal,EXPENDITURES,Grants and Contracts,Federal,NA,38110,2
6498236,harper precast,Delta City,391,2019,40060200,Grants and Contracts - State,EXPENDITURES,Grants and Contracts,State,NA,29710.6,1
6508131,ken garff automotive group,Centerville,381,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,66773.54,2
6618691,zions bancorporation national association,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,30000,1
6660863,westates construction co lc,Smithfield,581,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,167462,1
